COUNTRY_CODE,SUBNATIONAL1_CODE,SUBNATIONAL2_CODE,SUBNATIONAL2_NAME
US,US-ND,US-ND-011,Bowman
US,US-ND,US-ND-013,Burke
US,US-ND,US-ND-015,Burleigh
US,US-ND,US-ND-017,Cass
US,US-ND,US-ND-019,Cavalier
US,US-ND,US-ND-021,Dickey
US,US-ND,US-ND-023,Divide
US,US-ND,US-ND-025,Dunn
US,US-ND,US-ND-027,Eddy
US,US-ND,US-ND-029,Emmons
US,US-ND,US-ND-031,Foster
US,US-ND,US-ND-033,Golden Valley
US,US-ND,US-ND-035,Grand Forks
US,US-ND,US-ND-037,Grant
US,US-ND,US-ND-039,Griggs
US,US-ND,US-ND-041,Hettinger
US,US-ND,US-ND-043,Kidder
US,US-ND,US-ND-045,LaMoure
US,US-ND,US-ND-047,Logan
US,US-ND,US-ND-049,McHenry
US,US-ND,US-ND-051,McIntosh
US,US-ND,US-ND-053,McKenzie
US,US-ND,US-ND-055,McLean
US,US-ND,US-ND-057,Mercer
US,US-ND,US-ND-059,Morton
US,US-ND,US-ND-061,Mountrail
US,US-ND,US-ND-063,Nelson
US,US-ND,US-ND-065,Oliver
US,US-ND,US-ND-067,Pembina
US,US-ND,US-ND-069,Pierce
US,US-ND,US-ND-071,Ramsey
US,US-ND,US-ND-073,Ransom
US,US-ND,US-ND-075,Renville
US,US-ND,US-ND-077,Richland
US,US-ND,US-ND-079,Rolette
US,US-ND,US-ND-081,Sargent
US,US-ND,US-ND-083,Sheridan
US,US-ND,US-ND-085,Sioux
US,US-ND,US-ND-087,Slope
US,US-ND,US-ND-089,Stark
US,US-ND,US-ND-091,Steele
US,US-ND,US-ND-093,Stutsman
US,US-ND,US-ND-095,Towner
US,US-ND,US-ND-097,Traill
US,US-ND,US-ND-099,Walsh
US,US-ND,US-ND-101,Ward
US,US-ND,US-ND-103,Wells
US,US-ND,US-ND-105,Williams
US,US-NE,US-NE-001,Adams
US,US-NE,US-NE-003,Antelope
US,US-NE,US-NE-005,Arthur
US,US-NE,US-NE-007,Banner
US,US-NE,US-NE-009,Blaine
US,US-NE,US-NE-011,Boone
US,US-NE,US-NE-013,Box Butte
US,US-NE,US-NE-015,Boyd
US,US-NE,US-NE-017,Brown
US,US-NE,US-NE-019,Buffalo
US,US-NE,US-NE-021,Burt
US,US-NE,US-NE-023,Butler
US,US-NE,US-NE-025,Cass
US,US-NE,US-NE-027,Cedar
US,US-NE,US-NE-029,Chase
US,US-NE,US-NE-031,Cherry
US,US-NE,US-NE-033,Cheyenne
US,US-NE,US-NE-035,Clay
US,US-NE,US-NE-037,Colfax
US,US-NE,US-NE-039,Cuming
US,US-NE,US-NE-041,Custer
US,US-NE,US-NE-043,Dakota
US,US-NE,US-NE-045,Dawes
US,US-NE,US-NE-047,Dawson
US,US-NE,US-NE-049,Deuel
US,US-NE,US-NE-051,Dixon
US,US-NE,US-NE-053,Dodge
US,US-NE,US-NE-055,Douglas
US,US-NE,US-NE-057,Dundy
US,US-NE,US-NE-059,Fillmore
US,US-NE,US-NE-061,Franklin
US,US-NE,US-NE-063,Frontier
US,US-NE,US-NE-065,Furnas
US,US-NE,US-NE-067,Gage
US,US-NE,US-NE-069,Garden
US,US-NE,US-NE-071,Garfield
US,US-NE,US-NE-073,Gosper
US,US-NE,US-NE-075,Grant
US,US-NE,US-NE-077,Greeley
US,US-NE,US-NE-079,Hall
US,US-NE,US-NE-081,Hamilton
US,US-NE,US-NE-083,Harlan
US,US-NE,US-NE-085,Hayes
US,US-NE,US-NE-087,Hitchcock
US,US-NE,US-NE-089,Holt
US,US-NE,US-NE-091,Hooker
US,US-NE,US-NE-093,Howard
US,US-NE,US-NE-095,Jefferson
US,US-NE,US-NE-097,Johnson
US,US-NE,US-NE-099,Kearney
US,US-NE,US-NE-101,Keith
US,US-NE,US-NE-103,Keya Paha
US,US-NE,US-NE-105,Kimball
US,US-NE,US-NE-107,Knox
US,US-NE,US-NE-109,Lancaster
US,US-NE,US-NE-111,Lincoln
US,US-NE,US-NE-113,Logan
US,US-NE,US-NE-115,Loup
US,US-NE,US-NE-117,McPherson
US,US-NE,US-NE-119,Madison
US,US-NE,US-NE-121,Merrick
US,US-NE,US-NE-123,Morrill
US,US-NE,US-NE-125,Nance
US,US-NE,US-NE-127,Nemaha
US,US-NE,US-NE-129,Nuckolls
US,US-NE,US-NE-131,Otoe
US,US-NE,US-NE-133,Pawnee
US,US-NE,US-NE-135,Perkins
US,US-NE,US-NE-137,Phelps
US,US-NE,US-NE-139,Pierce
US,US-NE,US-NE-141,Platte
US,US-NE,US-NE-143,Polk
US,US-NE,US-NE-145,Red Willow
US,US-NE,US-NE-147,Richardson
US,US-NE,US-NE-149,Rock
US,US-NE,US-NE-151,Saline
US,US-NE,US-NE-153,Sarpy
US,US-NE,US-NE-155,Saunders
US,US-NE,US-NE-157,Scotts Bluff
US,US-NE,US-NE-159,Seward
US,US-NE,US-NE-161,Sheridan
US,US-NE,US-NE-163,Sherman
US,US-NE,US-NE-165,Sioux
US,US-NE,US-NE-167,Stanton
US,US-NE,US-NE-169,Thayer
US,US-NE,US-NE-171,Thomas
US,US-NE,US-NE-173,Thurston
US,US-NE,US-NE-175,Valley
US,US-NE,US-NE-177,Washington
US,US-NE,US-NE-179,Wayne
US,US-NE,US-NE-181,Webster
US,US-NE,US-NE-183,Wheeler
US,US-NE,US-NE-185,York
US,US-NH,US-NH-001,Belknap
US,US-NH,US-NH-003,Carroll
US,US-NH,US-NH-005,Cheshire
US,US-NH,US-NH-007,Coos
US,US-NH,US-NH-009,Grafton
US,US-NH,US-NH-011,Hillsborough
US,US-NH,US-NH-013,Merrimack
US,US-NH,US-NH-015,Rockingham
US,US-NH,US-NH-017,Strafford
US,US-NH,US-NH-019,Sullivan
US,US-NJ,US-NJ-001,Atlantic
US,US-NJ,US-NJ-003,Bergen
US,US-NJ,US-NJ-005,Burlington
US,US-NJ,US-NJ-007,Camden
US,US-NJ,US-NJ-009,Cape May
US,US-NJ,US-NJ-011,Cumberland
US,US-NJ,US-NJ-013,Essex
US,US-NJ,US-NJ-015,Gloucester
US,US-NJ,US-NJ-017,Hudson
US,US-NJ,US-NJ-019,Hunterdon
US,US-NJ,US-NJ-021,Mercer
US,US-NJ,US-NJ-023,Middlesex
US,US-NJ,US-NJ-025,Monmouth
US,US-NJ,US-NJ-027,Morris
US,US-NJ,US-NJ-029,Ocean
US,US-NJ,US-NJ-031,Passaic
US,US-NJ,US-NJ-033,Salem
US,US-NJ,US-NJ-035,Somerset
US,US-NJ,US-NJ-037,Sussex
US,US-NJ,US-NJ-039,Union
US,US-NJ,US-NJ-041,Warren
US,US-NM,US-NM-001,Bernalillo
US,US-NM,US-NM-003,Catron
US,US-NM,US-NM-005,Chaves
US,US-NM,US-NM-006,Cibola
US,US-NM,US-NM-007,Colfax
US,US-NM,US-NM-009,Curry
US,US-NM,US-NM-011,De Baca
US,US-NM,US-NM-013,Dona Ana
US,US-NM,US-NM-015,Eddy
US,US-NM,US-NM-017,Grant
US,US-NM,US-NM-019,Guadalupe
US,US-NM,US-NM-021,Harding
US,US-NM,US-NM-023,Hidalgo
US,US-NM,US-NM-025,Lea
US,US-NM,US-NM-027,Lincoln
US,US-NM,US-NM-028,Los Alamos
US,US-NM,US-NM-029,Luna
US,US-NM,US-NM-031,McKinley
US,US-NM,US-NM-033,Mora
US,US-NM,US-NM-035,Otero
US,US-NM,US-NM-037,Quay
US,US-NM,US-NM-039,Rio Arriba
US,US-NM,US-NM-041,Roosevelt
US,US-NM,US-NM-043,Sandoval
US,US-NM,US-NM-045,San Juan
US,US-NM,US-NM-047,San Miguel
US,US-NM,US-NM-049,Santa Fe
US,US-NM,US-NM-051,Sierra
US,US-NM,US-NM-053,Socorro
US,US-NM,US-NM-055,Taos
US,US-NM,US-NM-057,Torrance
US,US-NM,US-NM-059,Union
US,US-NM,US-NM-061,Valencia
US,US-NV,US-NV-001,Churchill
US,US-NV,US-NV-003,Clark
US,US-NV,US-NV-005,Douglas
US,US-NV,US-NV-007,Elko
US,US-NV,US-NV-009,Esmeralda
US,US-NV,US-NV-011,Eureka
US,US-NV,US-NV-013,Humboldt
US,US-NV,US-NV-015,Lander
US,US-NV,US-NV-017,Lincoln
US,US-NV,US-NV-019,Lyon
US,US-NV,US-NV-021,Mineral
US,US-NV,US-NV-023,Nye
US,US-NV,US-NV-027,Pershing
US,US-NV,US-NV-029,Storey
US,US-NV,US-NV-031,Washoe
US,US-NV,US-NV-033,White Pine
US,US-NV,US-NV-510,Carson City
US,US-NY,US-NY-001,Albany
US,US-NY,US-NY-003,Allegany
US,US-NY,US-NY-005,Bronx
US,US-NY,US-NY-007,Broome
US,US-NY,US-NY-009,Cattaraugus
US,US-NY,US-NY-011,Cayuga
US,US-NY,US-NY-013,Chautauqua
US,US-NY,US-NY-015,Chemung
US,US-NY,US-NY-017,Chenango
US,US-NY,US-NY-019,Clinton
US,US-NY,US-NY-021,Columbia
US,US-NY,US-NY-023,Cortland
US,US-NY,US-NY-025,Delaware
US,US-NY,US-NY-027,Dutchess
US,US-NY,US-NY-029,Erie
US,US-NY,US-NY-031,Essex
US,US-NY,US-NY-033,Franklin
US,US-NY,US-NY-035,Fulton
US,US-NY,US-NY-037,Genesee
US,US-NY,US-NY-039,Greene
US,US-NY,US-NY-041,Hamilton
US,US-NY,US-NY-043,Herkimer
US,US-NY,US-NY-045,Jefferson
US,US-NY,US-NY-047,Kings
US,US-NY,US-NY-049,Lewis
US,US-NY,US-NY-051,Livingston
US,US-NY,US-NY-053,Madison
US,US-NY,US-NY-055,Monroe
US,US-NY,US-NY-057,Montgomery
US,US-NY,US-NY-059,Nassau
US,US-NY,US-NY-061,New York
US,US-NY,US-NY-063,Niagara
US,US-NY,US-NY-065,Oneida
US,US-NY,US-NY-067,Onondaga
US,US-NY,US-NY-069,Ontario
US,US-NY,US-NY-071,Orange
US,US-NY,US-NY-073,Orleans
US,US-NY,US-NY-075,Oswego
US,US-NY,US-NY-077,Otsego
US,US-NY,US-NY-079,Putnam
US,US-NY,US-NY-081,Queens
US,US-NY,US-NY-083,Rensselaer
US,US-NY,US-NY-085,Richmond
US,US-NY,US-NY-087,Rockland
US,US-NY,US-NY-089,St. Lawrence
US,US-NY,US-NY-091,Saratoga
US,US-NY,US-NY-093,Schenectady
US,US-NY,US-NY-095,Schoharie
US,US-NY,US-NY-097,Schuyler
US,US-NY,US-NY-099,Seneca
US,US-NY,US-NY-101,Steuben
US,US-NY,US-NY-103,Suffolk
US,US-NY,US-NY-105,Sullivan
US,US-NY,US-NY-107,Tioga
US,US-NY,US-NY-109,Tompkins
US,US-NY,US-NY-111,Ulster
US,US-NY,US-NY-113,Warren
US,US-NY,US-NY-115,Washington
US,US-NY,US-NY-117,Wayne
US,US-NY,US-NY-119,Westchester
US,US-NY,US-NY-121,Wyoming
US,US-NY,US-NY-123,Yates
US,US-OH,US-OH-001,Adams
US,US-OH,US-OH-003,Allen
US,US-OH,US-OH-005,Ashland
US,US-OH,US-OH-007,Ashtabula
US,US-OH,US-OH-009,Athens
US,US-OH,US-OH-011,Auglaize
US,US-OH,US-OH-013,Belmont
US,US-OH,US-OH-015,Brown
US,US-OH,US-OH-017,Butler
US,US-OH,US-OH-019,Carroll
US,US-OH,US-OH-021,Champaign
US,US-OH,US-OH-023,Clark
US,US-OH,US-OH-025,Clermont
US,US-OH,US-OH-027,Clinton
US,US-OH,US-OH-029,Columbiana
US,US-OH,US-OH-031,Coshocton
US,US-OH,US-OH-033,Crawford
US,US-OH,US-OH-035,Cuyahoga
US,US-OH,US-OH-037,Darke
US,US-OH,US-OH-039,Defiance
US,US-OH,US-OH-041,Delaware
US,US-OH,US-OH-043,Erie
US,US-OH,US-OH-045,Fairfield
US,US-OH,US-OH-047,Fayette
US,US-OH,US-OH-049,Franklin
US,US-OH,US-OH-051,Fulton
US,US-OH,US-OH-053,Gallia
US,US-OH,US-OH-055,Geauga
US,US-OH,US-OH-057,Greene
US,US-OH,US-OH-059,Guernsey
US,US-OH,US-OH-061,Hamilton
US,US-OH,US-OH-063,Hancock
US,US-OH,US-OH-065,Hardin
US,US-OH,US-OH-067,Harrison
US,US-OH,US-OH-069,Henry
US,US-OH,US-OH-071,Highland
US,US-OH,US-OH-073,Hocking
US,US-OH,US-OH-075,Holmes
US,US-OH,US-OH-077,Huron
US,US-OH,US-OH-079,Jackson
US,US-OH,US-OH-081,Jefferson
US,US-OH,US-OH-083,Knox
US,US-OH,US-OH-085,Lake
US,US-OH,US-OH-087,Lawrence
US,US-OH,US-OH-089,Licking
US,US-OH,US-OH-091,Logan
US,US-OH,US-OH-093,Lorain
US,US-OH,US-OH-095,Lucas
US,US-OH,US-OH-097,Madison
US,US-OH,US-OH-099,Mahoning
US,US-OH,US-OH-101,Marion
US,US-OH,US-OH-103,Medina
US,US-OH,US-OH-105,Meigs
US,US-OH,US-OH-107,Mercer
US,US-OH,US-OH-109,Miami
US,US-OH,US-OH-111,Monroe
US,US-OH,US-OH-113,Montgomery
US,US-OH,US-OH-115,Morgan
US,US-OH,US-OH-117,Morrow
US,US-OH,US-OH-119,Muskingum
US,US-OH,US-OH-121,Noble
US,US-OH,US-OH-123,Ottawa
US,US-OH,US-OH-125,Paulding
US,US-OH,US-OH-127,Perry
US,US-OH,US-OH-129,Pickaway
US,US-OH,US-OH-131,Pike
US,US-OH,US-OH-133,Portage
US,US-OH,US-OH-135,Preble
US,US-OH,US-OH-137,Putnam
US,US-OH,US-OH-139,Richland
US,US-OH,US-OH-141,Ross
US,US-OH,US-OH-143,Sandusky
US,US-OH,US-OH-145,Scioto
US,US-OH,US-OH-147,Seneca
US,US-OH,US-OH-149,Shelby
US,US-OH,US-OH-151,Stark
US,US-OH,US-OH-153,Summit
US,US-OH,US-OH-155,Trumbull
US,US-OH,US-OH-157,Tuscarawas
US,US-OH,US-OH-159,Union
US,US-OH,US-OH-161,Van Wert
US,US-OH,US-OH-163,Vinton
US,US-OH,US-OH-165,Warren
US,US-OH,US-OH-167,Washington
US,US-OH,US-OH-169,Wayne
US,US-OH,US-OH-171,Williams
US,US-OH,US-OH-173,Wood
US,US-OH,US-OH-175,Wyandot
US,US-OK,US-OK-001,Adair
US,US-OK,US-OK-003,Alfalfa
US,US-OK,US-OK-005,Atoka
US,US-OK,US-OK-007,Beaver
US,US-OK,US-OK-009,Beckham
US,US-OK,US-OK-011,Blaine
US,US-OK,US-OK-013,Bryan
US,US-OK,US-OK-015,Caddo
US,US-OK,US-OK-017,Canadian
US,US-OK,US-OK-019,Carter
US,US-OK,US-OK-021,Cherokee
US,US-OK,US-OK-023,Choctaw
US,US-OK,US-OK-025,Cimarron
US,US-OK,US-OK-027,Cleveland
US,US-OK,US-OK-029,Coal
US,US-OK,US-OK-031,Comanche
US,US-OK,US-OK-033,Cotton
US,US-OK,US-OK-035,Craig
US,US-OK,US-OK-037,Creek
US,US-OK,US-OK-039,Custer
US,US-OK,US-OK-041,Delaware
US,US-OK,US-OK-043,Dewey
US,US-OK,US-OK-045,Ellis
US,US-OK,US-OK-047,Garfield
US,US-OK,US-OK-049,Garvin
US,US-OK,US-OK-051,Grady
US,US-OK,US-OK-053,Grant
US,US-OK,US-OK-055,Greer
US,US-OK,US-OK-057,Harmon
US,US-OK,US-OK-059,Harper
US,US-OK,US-OK-061,Haskell
US,US-OK,US-OK-063,Hughes
US,US-OK,US-OK-065,Jackson
US,US-OK,US-OK-067,Jefferson
US,US-OK,US-OK-069,Johnston
US,US-OK,US-OK-071,Kay
US,US-OK,US-OK-073,Kingfisher
US,US-OK,US-OK-075,Kiowa
US,US-OK,US-OK-077,Latimer
US,US-OK,US-OK-079,Le Flore
US,US-OK,US-OK-081,Lincoln
US,US-OK,US-OK-083,Logan
US,US-OK,US-OK-085,Love
US,US-OK,US-OK-087,McClain
US,US-OK,US-OK-089,McCurtain
US,US-OK,US-OK-091,McIntosh
US,US-OK,US-OK-093,Major
US,US-OK,US-OK-095,Marshall
US,US-OK,US-OK-097,Mayes
US,US-OK,US-OK-099,Murray
US,US-OK,US-OK-101,Muskogee
US,US-OK,US-OK-103,Noble
US,US-OK,US-OK-105,Nowata
US,US-OK,US-OK-107,Okfuskee
US,US-OK,US-OK-109,Oklahoma
US,US-OK,US-OK-111,Okmulgee
US,US-OK,US-OK-113,Osage
US,US-OK,US-OK-115,Ottawa
US,US-OK,US-OK-117,Pawnee
US,US-OK,US-OK-119,Payne
US,US-OK,US-OK-121,Pittsburg
US,US-OK,US-OK-123,Pontotoc
US,US-OK,US-OK-125,Pottawatomie
US,US-OK,US-OK-127,Pushmataha
US,US-OK,US-OK-129,Roger Mills
US,US-OK,US-OK-131,Rogers
US,US-OK,US-OK-133,Seminole
US,US-OK,US-OK-135,Sequoyah
US,US-OK,US-OK-137,Stephens
US,US-OK,US-OK-139,Texas
US,US-OK,US-OK-141,Tillman
US,US-OK,US-OK-143,Tulsa
US,US-OK,US-OK-145,Wagoner
US,US-OK,US-OK-147,Washington
US,US-OK,US-OK-149,Washita
US,US-OK,US-OK-151,Woods
US,US-OK,US-OK-153,Woodward
US,US-OR,US-OR-001,Baker
US,US-OR,US-OR-003,Benton
US,US-OR,US-OR-005,Clackamas
US,US-OR,US-OR-007,Clatsop
US,US-OR,US-OR-009,Columbia
US,US-OR,US-OR-011,Coos
US,US-OR,US-OR-013,Crook
US,US-OR,US-OR-015,Curry
US,US-OR,US-OR-017,Deschutes
US,US-OR,US-OR-019,Douglas
US,US-OR,US-OR-021,Gilliam
US,US-OR,US-OR-023,Grant
US,US-OR,US-OR-025,Harney
US,US-OR,US-OR-027,Hood River
US,US-OR,US-OR-029,Jackson
US,US-OR,US-OR-031,Jefferson
US,US-OR,US-OR-033,Josephine
US,US-OR,US-OR-035,Klamath
US,US-OR,US-OR-037,Lake
US,US-OR,US-OR-039,Lane
US,US-OR,US-OR-041,Lincoln
US,US-OR,US-OR-043,Linn
US,US-OR,US-OR-045,Malheur
US,US-OR,US-OR-047,Marion
US,US-OR,US-OR-049,Morrow
US,US-OR,US-OR-051,Multnomah
US,US-OR,US-OR-053,Polk
US,US-OR,US-OR-055,Sherman
US,US-OR,US-OR-057,Tillamook
US,US-OR,US-OR-059,Umatilla
US,US-OR,US-OR-061,Union
US,US-OR,US-OR-063,Wallowa
US,US-OR,US-OR-065,Wasco
US,US-OR,US-OR-067,Washington
US,US-OR,US-OR-069,Wheeler
US,US-OR,US-OR-071,Yamhill
US,US-PA,US-PA-001,Adams
US,US-PA,US-PA-003,Allegheny
US,US-PA,US-PA-005,Armstrong
US,US-PA,US-PA-007,Beaver
US,US-PA,US-PA-009,Bedford
US,US-PA,US-PA-011,Berks
US,US-PA,US-PA-013,Blair
US,US-PA,US-PA-015,Bradford
US,US-PA,US-PA-017,Bucks
US,US-PA,US-PA-019,Butler
US,US-PA,US-PA-021,Cambria
US,US-PA,US-PA-023,Cameron
US,US-PA,US-PA-025,Carbon
US,US-PA,US-PA-027,Centre
US,US-PA,US-PA-029,Chester
US,US-PA,US-PA-031,Clarion
US,US-PA,US-PA-033,Clearfield
US,US-PA,US-PA-035,Clinton
US,US-PA,US-PA-037,Columbia
US,US-PA,US-PA-039,Crawford
US,US-PA,US-PA-041,Cumberland
US,US-PA,US-PA-043,Dauphin
US,US-PA,US-PA-045,Delaware
US,US-PA,US-PA-047,Elk
US,US-PA,US-PA-049,Erie
US,US-PA,US-PA-051,Fayette
US,US-PA,US-PA-053,Forest
US,US-PA,US-PA-055,Franklin
US,US-PA,US-PA-057,Fulton
US,US-PA,US-PA-059,Greene
US,US-PA,US-PA-061,Huntingdon
US,US-PA,US-PA-063,Indiana
US,US-PA,US-PA-065,Jefferson
US,US-PA,US-PA-067,Juniata
US,US-PA,US-PA-069,Lackawanna
US,US-PA,US-PA-071,Lancaster
US,US-PA,US-PA-073,Lawrence
US,US-PA,US-PA-075,Lebanon
US,US-PA,US-PA-077,Lehigh
US,US-PA,US-PA-079,Luzerne
US,US-PA,US-PA-081,Lycoming
US,US-PA,US-PA-083,McKean
US,US-PA,US-PA-085,Mercer
US,US-PA,US-PA-087,Mifflin
US,US-PA,US-PA-089,Monroe
US,US-PA,US-PA-091,Montgomery
US,US-PA,US-PA-093,Montour
US,US-PA,US-PA-095,Northampton
US,US-PA,US-PA-097,Northumberland
US,US-PA,US-PA-099,Perry
US,US-PA,US-PA-101,Philadelphia
US,US-PA,US-PA-103,Pike
US,US-PA,US-PA-105,Potter
US,US-PA,US-PA-107,Schuylkill
US,US-PA,US-PA-109,Snyder
US,US-PA,US-PA-111,Somerset
US,US-PA,US-PA-113,Sullivan
US,US-PA,US-PA-115,Susquehanna
US,US-PA,US-PA-117,Tioga
US,US-PA,US-PA-119,Union
US,US-PA,US-PA-121,Venango
US,US-PA,US-PA-123,Warren
US,US-PA,US-PA-125,Washington
US,US-PA,US-PA-127,Wayne
US,US-PA,US-PA-129,Westmoreland
US,US-PA,US-PA-131,Wyoming
US,US-PA,US-PA-133,York
US,US-RI,US-RI-001,Bristol
US,US-RI,US-RI-003,Kent
US,US-RI,US-RI-005,Newport
US,US-RI,US-RI-007,Providence
US,US-RI,US-RI-009,Washington
US,US-SC,US-SC-001,Abbeville
US,US-SC,US-SC-003,Aiken
US,US-SC,US-SC-005,Allendale
US,US-SC,US-SC-007,Anderson
US,US-SC,US-SC-009,Bamberg
US,US-SC,US-SC-011,Barnwell
US,US-SC,US-SC-013,Beaufort
US,US-SC,US-SC-015,Berkeley
US,US-SC,US-SC-017,Calhoun
US,US-SC,US-SC-019,Charleston
US,US-SC,US-SC-021,Cherokee
US,US-SC,US-SC-023,Chester
US,US-SC,US-SC-025,Chesterfield
US,US-SC,US-SC-027,Clarendon
US,US-SC,US-SC-029,Colleton
US,US-SC,US-SC-031,Darlington
US,US-SC,US-SC-033,Dillon
US,US-SC,US-SC-035,Dorchester
US,US-SC,US-SC-037,Edgefield
US,US-SC,US-SC-039,Fairfield
US,US-SC,US-SC-041,Florence
US,US-SC,US-SC-043,Georgetown
US,US-SC,US-SC-045,Greenville
US,US-SC,US-SC-047,Greenwood
US,US-SC,US-SC-049,Hampton
US,US-SC,US-SC-051,Horry
US,US-SC,US-SC-053,Jasper
US,US-SC,US-SC-055,Kershaw
US,US-SC,US-SC-057,Lancaster
US,US-SC,US-SC-059,Laurens
US,US-SC,US-SC-061,Lee
US,US-SC,US-SC-063,Lexington
US,US-SC,US-SC-065,McCormick
US,US-SC,US-SC-067,Marion
US,US-SC,US-SC-069,Marlboro
US,US-SC,US-SC-071,Newberry
US,US-SC,US-SC-073,Oconee
US,US-SC,US-SC-075,Orangeburg
US,US-SC,US-SC-077,Pickens
US,US-SC,US-SC-079,Richland
US,US-SC,US-SC-081,Saluda
US,US-SC,US-SC-083,Spartanburg
US,US-SC,US-SC-085,Sumter
US,US-SC,US-SC-087,Union
US,US-SC,US-SC-089,Williamsburg
US,US-SC,US-SC-091,York
US,US-SD,US-SD-003,Aurora
US,US-SD,US-SD-005,Beadle
US,US-SD,US-SD-007,Bennett
US,US-SD,US-SD-009,Bon Homme
US,US-SD,US-SD-011,Brookings
US,US-SD,US-SD-013,Brown
US,US-SD,US-SD-015,Brule
US,US-SD,US-SD-017,Buffalo
US,US-SD,US-SD-019,Butte
US,US-SD,US-SD-021,Campbell
US,US-SD,US-SD-023,Charles Mix
US,US-SD,US-SD-025,Clark
US,US-SD,US-SD-027,Clay
US,US-SD,US-SD-029,Codington
US,US-SD,US-SD-031,Corson
US,US-SD,US-SD-033,Custer
US,US-SD,US-SD-035,Davison
US,US-SD,US-SD-037,Day
US,US-SD,US-SD-039,Deuel
US,US-SD,US-SD-041,Dewey
US,US-SD,US-SD-043,Douglas
US,US-SD,US-SD-045,Edmunds
US,US-SD,US-SD-047,Fall River
US,US-SD,US-SD-049,Faulk
US,US-SD,US-SD-051,Grant
US,US-SD,US-SD-053,Gregory
US,US-SD,US-SD-055,Haakon
US,US-SD,US-SD-057,Hamlin
US,US-SD,US-SD-059,Hand
US,US-SD,US-SD-061,Hanson
US,US-SD,US-SD-063,Harding
US,US-SD,US-SD-065,Hughes
US,US-SD,US-SD-067,Hutchinson
US,US-SD,US-SD-069,Hyde
US,US-SD,US-SD-071,Jackson
US,US-SD,US-SD-073,Jerauld
US,US-SD,US-SD-075,Jones
US,US-SD,US-SD-077,Kingsbury
US,US-SD,US-SD-079,Lake
US,US-SD,US-SD-081,Lawrence
US,US-SD,US-SD-083,Lincoln
US,US-SD,US-SD-085,Lyman
US,US-SD,US-SD-087,McCook
US,US-SD,US-SD-089,McPherson
US,US-SD,US-SD-091,Marshall
US,US-SD,US-SD-093,Meade
US,US-SD,US-SD-095,Mellette
US,US-SD,US-SD-097,Miner
US,US-SD,US-SD-099,Minnehaha
US,US-SD,US-SD-101,Moody
US,US-SD,US-SD-103,Pennington
US,US-SD,US-SD-105,Perkins
US,US-SD,US-SD-107,Potter
US,US-SD,US-SD-109,Roberts
US,US-SD,US-SD-111,Sanborn
US,US-SD,US-SD-113,Shannon
US,US-SD,US-SD-115,Spink
US,US-SD,US-SD-117,Stanley
US,US-SD,US-SD-119,Sully
US,US-SD,US-SD-121,Todd
US,US-SD,US-SD-123,Tripp
US,US-SD,US-SD-125,Turner
US,US-SD,US-SD-127,Union
US,US-SD,US-SD-129,Walworth
US,US-SD,US-SD-135,Yankton
US,US-SD,US-SD-137,Ziebach
US,US-TN,US-TN-001,Anderson
US,US-TN,US-TN-003,Bedford
US,US-TN,US-TN-005,Benton
US,US-TN,US-TN-007,Bledsoe
US,US-TN,US-TN-009,Blount
US,US-TN,US-TN-011,Bradley
US,US-TN,US-TN-013,Campbell
US,US-TN,US-TN-015,Cannon
US,US-TN,US-TN-017,Carroll
US,US-TN,US-TN-019,Carter
US,US-TN,US-TN-021,Cheatham
US,US-TN,US-TN-023,Chester
US,US-TN,US-TN-025,Claiborne
US,US-TN,US-TN-027,Clay
US,US-TN,US-TN-029,Cocke
US,US-TN,US-TN-031,Coffee
US,US-TN,US-TN-033,Crockett
US,US-TN,US-TN-035,Cumberland
US,US-TN,US-TN-037,Davidson
US,US-TN,US-TN-039,Decatur
US,US-TN,US-TN-041,DeKalb
US,US-TN,US-TN-043,Dickson
US,US-TN,US-TN-045,Dyer
US,US-TN,US-TN-047,Fayette
US,US-TN,US-TN-049,Fentress
US,US-TN,US-TN-051,Franklin
US,US-TN,US-TN-053,Gibson
US,US-TN,US-TN-055,Giles
US,US-TN,US-TN-057,Grainger
US,US-TN,US-TN-059,Greene
US,US-TN,US-TN-061,Grundy
US,US-TN,US-TN-063,Hamblen
US,US-TN,US-TN-065,Hamilton
US,US-TN,US-TN-067,Hancock
US,US-TN,US-TN-069,Hardeman
US,US-TN,US-TN-071,Hardin
US,US-TN,US-TN-073,Hawkins
US,US-TN,US-TN-075,Haywood
US,US-TN,US-TN-077,Henderson
US,US-TN,US-TN-079,Henry
US,US-TN,US-TN-081,Hickman
US,US-TN,US-TN-083,Houston
US,US-TN,US-TN-085,Humphreys
US,US-TN,US-TN-087,Jackson
US,US-TN,US-TN-089,Jefferson
US,US-TN,US-TN-091,Johnson
US,US-TN,US-TN-093,Knox
US,US-TN,US-TN-095,Lake
US,US-TN,US-TN-097,Lauderdale
US,US-TN,US-TN-099,Lawrence
US,US-TN,US-TN-101,Lewis
US,US-TN,US-TN-103,Lincoln
US,US-TN,US-TN-105,Loudon
US,US-TN,US-TN-107,McMinn
US,US-TN,US-TN-109,McNairy
US,US-TN,US-TN-111,Macon
US,US-TN,US-TN-113,Madison
US,US-TN,US-TN-115,Marion
US,US-TN,US-TN-117,Marshall
US,US-TN,US-TN-119,Maury
US,US-TN,US-TN-121,Meigs
